nink_id,object,address,region_name,declared,announced,group,type,category,removed,is_removed,changes,lng,lat,heading,pitch,zoom,centroid_lng,centroid_lat,zone_id,zone_name
434,"Жилищно-търговска сграда, б. на генерал Георги Вазов","бул.""Витоша"" №№ 5, 7",Средец,писмо №1787 от 21.05.1976г. №132,ДВ бр.40 от 1978г. №34,,архитектурно-строителен ,местно - прекатегоризирана в ансамблово. Заповед № РД9Р-10 от 17.07. 2013 г.,,0,,23.320843201751128,42.695165766832396,98.0727800000173,13.452032066671235,1.66,23.321270196574048,42.695123409856656,А-1,Зона на Исторически Развилия се Градски Център
435,Жилищно-търговска сграда,"ул.""Алабин"" №29/ бул.""Витоша"" ",Средец,писмо №1787 от 21.05.1976г. №131,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.320764569202307,42.694777515770674,49.13035960937976,9.424956548666984,2.5,23.321141773977462,42.69500947807657,А-1,Зона на Исторически Развилия се Градски Център
436,"Банкова сграда, б. Софийска популярна банка","ул.""Цар Калоян"" №1/ ул.""Алабин""",Средец,писмо №1787 от 21.05.1976г. №129,ДВ бр.40 от 1978г. №36,,архитектурно-строителен ,местно,,0,,23.322362235385643,42.69506944099521,-108.4330680118352,29.816863439119654,1.0,23.322143185038808,42.69499080580778,А-1,Зона на Исторически Развилия се Градски Център
437,"Административно-търговска сграда, б. Занаятчийска банка","ул.""Цар Калоян"" №3",Средец,писмо №1787 от 21.05.1976г. №128,ДВ бр.40 от 1978г. №37,,архитектурно-строителен ,местно,,0,,23.32240453318343,42.69522944171248,-76.26982537217805,22.897315501653065,1.0,23.32221107219498,42.695297157498096,А-1,Зона на Исторически Развилия се Градски Център
438,"Жилищно-търговска сграда, б. здание на Буко Бенадо","ул.""Цар Калоян"" №5/ ул.""Позитано""",Средец,писмо №1787 от 21.05.1976г. №127,ДВ бр.40 от 1978г. №38,,архитектурно-строителен ,местно,,0,,23.322483199999965,42.6955331,-125.34527207329076,14.618256595305855,1.0,23.32227983529305,42.69544355104456,А-1,Зона на Исторически Развилия се Градски Център
439,Административно-търговска сграда,"ул.""Алабин"" №33/ ул.""Позитано"" №3",Средец,"писмо №1787 от 21.05.1976г. №№ 125,130","ДВ бр.40 от 1978г. №31,35",,архитектурно-строителен художествен,местно,,0,,23.32094618582755,42.69549812733533,118.24815818190876,20.130339938631607,1.99,23.321631028041285,42.69526433686506,А-1,Зона на Исторически Развилия се Градски Център
440,Жилищно-търговска сграда,"ул.""Позитано"" №1",Средец,писмо №1787 от 21.05.1976г. №126,ДВ бр.40 от 1978г. №30,,архитектурно-строителен ,местно,,0,,23.322040190486067,42.69560171571557,173.85187263087653,17.042154900450427,0.33,23.322046635614686,42.695513001958204,А-1,Зона на Исторически Развилия се Градски Център
440а,"Кино ""Европа Палас"", б. кино Д.Благоев","ул.""Алабин"" №35",Средец,писмо №339 от 20.10.1995г.,Предл. за обяв. ЕС № 30 от 09.11. 2011. СЕСОНКЦ от 28.02.2011,,архитектурно-строителен предл. за отписв. като художествен,местно /предв.кат./     /ансамблово ,,0,,23.321986402588774,42.69474459690893,-11.450909907233589,25.185959360796385,1.33,23.32197117598923,42.69506480890922,А-1,Зона на Исторически Развилия се Градски Център
441,"Висша духовна академия ""Св.Климент Охридски"" и църковно исторически институт /Богословски факултет/","пл.""Ленин"" №4 /пл.""Св. Неделя"" № 19/ /бул.""Витоша""",Средец,писмо №2637 от 07.06.1988г.,"""Известия"" бр.73 от 1955г. ДВ бр.25 от 1998г.",,архитектурно-строителен художествен,национално,,0,,23.321191850344235,42.696064796510896,141.60250756400842,19.903534784160918,1.66,23.32159676921326,42.6958367737426,А-1,Зона на Исторически Развилия се Градски Център
442,Административно-търговска сграда,"пл.""Ленин"" №16",Средец,писмо №1787 от 21.05.1976г. №121,ДВ бр.40 от 1978г. №39,,архитектурно-строителен ,местно,,0,,23.32225912387923,42.69654856261837,-166.19081087943707,22.78281462326393,1.0,23.32212990085461,42.69631402467205,А-1,Зона на Исторически Развилия се Градски Център
443,"Административно-търговска сграда на Българската патриаршия и църква ""Св.Петка""-Старата, включена в обема на сградата","ул.""Цар Калоян"" №7/ ул.""Ал.Стамболийски""",Средец,п.№1787 от 21.05.1976г. №123,"""Известия"" бр.73 от 1955г. ДВ бр.40 от 1978г. №40",,археологически /църквата/ архитектурно-строителен художествен,местно църквата -национално ,,0,,23.32268937112485,42.696218838672536,-75.08681367211585,11.704010043468156,1.0099999999999998,23.322443028008152,42.696029811032915,А-1,Зона на Исторически Развилия се Градски Център
444,"Ротонда ""Св.Георги"", двора на хотел ""Балкан-Шератон""",,Средец,писмо №2637 от 07.06.1988г.,"""Известия"" бр.73 от 1955г.; ДВ бр.57 от 1969г. ДВ бр.74 от 1968г.",,архитектурно-строителен художествен; художествен,национално,,0,,23.32266919327117,42.697042924287615,133.0597429444697,1.0201293038328314,1.0,23.322820856876938,42.69692152730429,А-1,Зона на Исторически Развилия се Градски Център
445,"Административно-търговска сграда, б. хотел ""Империал","бул.""Ал.Стамболийски"" №2а /ул.""Леге""",Средец,писмо №1787 от 21.05.1976г. №119,ДВ бр.40 от 1978г. №23,,архитектурно-строителен ,местно,,0,,23.324018405250172,42.69611693060732,-22.153337342441215,23.40451416810974,1.5,23.32381317017681,42.696447292645686,А-1,Зона на Исторически Развилия се Градски Център
446,Административно-търговска сграда,"бул.""Ал.Стамболийски"" /Съборна/ №11/ул.""Цар Калоян"" №10",Средец,писмо №1787 от 21.05.1976г. №117,ДВ бр.40 от 1978г. №24,,архитектурно-строителен художествен,местно,,0,,23.32276151201791,42.69650717442107,163.85264871122143,15.13957220651197,1.66,23.322891606866634,42.69621577501075,А-1,Зона на Исторически Развилия се Градски Център
447,"Църква ""Св.Николай Мирликийски""","ул.""Цар Калоян"" №8",Средец,писмо №1787 от 21.05.1976г. Писмо №2367 от 07.06.1988г.,"""Известия"" бр.73 от 1955г.",,архитектурно-строителен художествен исторически,местно,,0,,23.322631331046523,42.69603019267048,120.80842867607328,0.32788882874691483,2.0,23.32282809680182,42.695966070576596,А-1,Зона на Исторически Развилия се Градски Център
448,"Банкова сграда, б. Френско-българска банка","ул.""Леге"" №17",Средец,писмо №1787 от 21.05.1976г. №116,ДВ бр.40 от 1978г. №25,,архитектурно-строителен художествен,местно,,0,,23.323856015542788,42.69587876696796,-75.40411667446067,20.266284055373276,0.66,23.323587114705212,42.69589344049524,А-1,Зона на Исторически Развилия се Градски Център
449,Административно-търговска сграда,"ул.""Леге"" №5",Средец,писмо №1787 от 21.05.1976г. №115,ДВ бр.40 от 1978г. №26,,архитектурно-строителен ,местно,,0,,23.323556361124247,42.69497086778586,-76.61797620930545,21.068751831231403,0.66,23.323396161577445,42.69502848794677,А-1,Зона на Исторически Развилия се Градски Център
450,Жилищно-търговска сграда,"ул.""Леге"" №3",Средец,писмо №1787 от 21.05.1976г. №114,ДВ бр.40 от 1978г. №27,,архитектурно-строителен ,местно,,0,,23.323526810648328,42.69487435617639,-81.52317450943777,8.077511591113485,0.66,23.323358131015084,42.694924055299786,А-1,Зона на Исторически Развилия се Градски Център
451,"Жилищно-търговска сграда, б. на братя Конфино","ул.""Леге"" №1",Средец,писмо №1787 от 21.05.1976г. №113,ДВ бр.40 от 1978г. №28,,архитектурно-строителен ,местно,,0,,23.323470396103406,42.694690106740154,-74.7120706116933,21.458268962625578,0.66,23.323332251193612,42.69476488884834,А-1,Зона на Исторически Развилия се Градски Център
452,"Жилищно-търговска сграда, б. на братя Конфино","ул.""Алабин"" №39",Средец,писмо №1787 от 21.05.1976г. №113,ДВ бр.40 от 1978г. №29,,архитектурно-строителен ,местно,,0,,23.323000699999966,42.6946425,53.34950114870486,8.836335982483405,1.66,23.323172329759124,42.69474821608988,А-1,Зона на Исторически Развилия се Градски Център
